,id,zipcode,season,price,price_median,price_sale,% de lucro,lucro
83,9455200570,98125,winter,632000.0,430000.0,695200.0,+10%,63200.0
84,3226049117,98125,winter,387500.0,430000.0,503750.0,+30%,116250.0
85,8901000445,98125,winter,390000.0,430000.0,507000.0,+30%,117000.0
86,9423400193,98125,winter,473000.0,430000.0,520300.0,+10%,47300.0
87,1455600015,98125,winter,760000.0,430000.0,836000.0,+10%,76000.0
88,2826049165,98125,winter,517000.0,430000.0,568700.0,+10%,51700.0
89,2926049382,98125,winter,650000.0,430000.0,715000.0,+10%,65000.0
90,8902000407,98125,winter,480000.0,430000.0,528000.0,+10%,48000.0
91,7663700654,98125,winter,450000.0,430000.0,495000.0,+10%,45000.0
92,5101407305,98125,winter,319000.0,430000.0,414700.0,+30%,95700.0
93,5272200005,98125,winter,175000.0,430000.0,227500.0,+30%,52500.0
94,8820900299,98125,winter,419950.0,430000.0,545935.0,+30%,125985.0
95,2926049400,98125,winter,500000.0,430000.0,550000.0,+10%,50000.0
96,7663700759,98125,winter,368000.0,430000.0,478400.0,+30%,110400.0
97,8058500005,98125,winter,290000.0,430000.0,377000.0,+30%,87000.0
98,2726049071,98125,winter,510000.0,430000.0,561000.0,+10%,51000.0
99,4077800094,98125,winter,675000.0,430000.0,742500.0,+10%,67500.0
100,6381500170,98125,winter,365000.0,430000.0,474500.0,+30%,109500.0
101,6381502155,98125,winter,300000.0,430000.0,390000.0,+30%,90000.0
102,9421500010,98125,winter,442500.0,430000.0,486750.0,+10%,44250.0
103,8901000911,98125,winter,425000.0,430000.0,552500.0,+30%,127500.0
104,7715600050,98125,winter,385000.0,430000.0,500500.0,+30%,115500.0
105,5101407250,98125,winter,630000.0,430000.0,693000.0,+10%,63000.0
106,1133000144,98125,winter,614905.0,430000.0,676395.5,+10%,61490.5
107,5101405465,98125,winter,463000.0,430000.0,509300.0,+10%,46300.0
108,2126049096,98125,winter,399000.0,430000.0,518700.0,+30%,119700.0
109,9455200596,98125,winter,357500.0,430000.0,464750.0,+30%,107250.0
110,6412100092,98125,winter,362500.0,430000.0,471250.0,+30%,108750.0
111,9455200790,98125,winter,445000.0,430000.0,489500.0,+10%,44500.0
112,4077800590,98125,winter,635000.0,430000.0,698500.0,+10%,63500.0
113,3992700775,98125,winter,410000.0,430000.0,533000.0,+30%,123000.0
114,7352200100,98125,winter,1360000.0,430000.0,1496000.0,+10%,136000.0
115,8820903555,98125,winter,467500.0,430000.0,514250.0,+10%,46750.0
116,2126049154,98125,winter,435000.0,430000.0,478500.0,+10%,43500.0
117,6868200060,98125,winter,565000.0,430000.0,621500.0,+10%,56500.0
118,2126049277,98125,winter,500000.0,430000.0,550000.0,+10%,50000.0
119,4073200575,98125,winter,460000.0,430000.0,506000.0,+10%,46000.0
120,7715600070,98125,winter,385000.0,430000.0,500500.0,+30%,115500.0
121,1453602065,98125,winter,442500.0,430000.0,486750.0,+10%,44250.0
122,6414100732,98125,winter,349000.0,430000.0,453700.0,+30%,104700.0
123,3448002180,98125,winter,674000.0,430000.0,741400.0,+10%,67400.0
124,2126049290,98125,winter,522500.0,430000.0,574750.0,+10%,52250.0
125,1560100135,98125,winter,285000.0,430000.0,370500.0,+30%,85500.0
126,1453600681,98125,winter,328500.0,430000.0,427050.0,+30%,98550.0
127,3935900350,98125,winter,490000.0,430000.0,539000.0,+10%,49000.0
128,3935900232,98125,winter,237000.0,430000.0,308100.0,+30%,71100.0
129,2826049070,98125,winter,595000.0,430000.0,654500.0,+10%,59500.0
130,7663700772,98125,winter,370000.0,430000.0,481000.0,+30%,111000.0
131,4078300040,98125,winter,850000.0,430000.0,935000.0,+10%,85000.0
132,7663700531,98125,winter,325000.0,430000.0,422500.0,+30%,97500.0
133,4077800438,98125,winter,518000.0,430000.0,569800.0,+10%,51800.0
134,6798100610,98125,winter,425000.0,430000.0,552500.0,+30%,127500.0
135,2826049098,98125,winter,622100.0,430000.0,684310.0,+10%,62210.0
136,8820903560,98125,winter,380000.0,430000.0,494000.0,+30%,114000.0
137,3834500170,98125,winter,375000.0,430000.0,487500.0,+30%,112500.0
138,2044500213,98125,winter,449000.0,430000.0,493900.0,+10%,44900.0
139,7351200050,98125,winter,1335000.0,430000.0,1468500.0,+10%,133500.0
140,1787600294,98125,winter,222000.0,430000.0,288600.0,+30%,66600.0
141,1454100010,98125,winter,338500.0,430000.0,440050.0,+30%,101550.0
142,2568800290,98125,winter,425000.0,430000.0,552500.0,+30%,127500.0
143,814000020,98125,winter,460000.0,430000.0,506000.0,+10%,46000.0
144,1453601502,98125,winter,303697.0,430000.0,394806.1,+30%,91109.09999999998
145,7352200450,98125,winter,2050000.0,430000.0,2255000.0,+10%,205000.0
146,6414100026,98125,winter,320000.0,430000.0,416000.0,+30%,96000.0
147,8820902350,98125,winter,810000.0,430000.0,891000.0,+10%,81000.0
148,4073200757,98125,winter,690000.0,430000.0,759000.0,+10%,69000.0
149,6381500090,98125,winter,295000.0,430000.0,383500.0,+30%,88500.0
150,7663700401,98125,winter,229000.0,430000.0,297700.0,+30%,68700.0
151,8901000835,98125,winter,640500.0,430000.0,704550.0,+10%,64050.0
152,1453602310,98125,winter,303000.0,430000.0,393900.0,+30%,90900.0
153,8822900115,98125,winter,306000.0,430000.0,397800.0,+30%,91800.0
154,6381500110,98125,winter,330000.0,430000.0,429000.0,+30%,99000.0
155,6411600411,98125,winter,257000.0,430000.0,334100.0,+30%,77100.0
156,7351200295,98125,winter,1150000.0,430000.0,1265000.0,+10%,115000.0
157,8822901175,98125,winter,345000.0,430000.0,448500.0,+30%,103500.0
158,3448001411,98125,winter,286000.0,430000.0,371800.0,+30%,85800.0
159,8902000201,98125,winter,338500.0,430000.0,440050.0,+30%,101550.0
160,5631500400,98028,winter,180000.0,446500.0,234000.0,+30%,54000.0
161,1088650310,98028,winter,530000.0,446500.0,583000.0,+10%,53000.0
162,4140090370,98028,winter,446500.0,446500.0,580450.0,+30%,133950.0
163,3582700070,98028,winter,356500.0,446500.0,463450.0,+30%,106950.0
164,4027701294,98028,winter,485000.0,446500.0,533500.0,+10%,48500.0
165,3578700017,98028,winter,695000.0,446500.0,764500.0,+10%,69500.0
166,3949600090,98028,winter,335000.0,446500.0,435500.0,+30%,100500.0
167,114101055,98028,winter,383000.0,446500.0,497900.0,+30%,114900.0
168,3579700015,98028,winter,295000.0,446500.0,383500.0,+30%,88500.0
169,3649100103,98028,winter,475000.0,446500.0,522500.0,+10%,47500.0
170,5634500179,98028,winter,424500.0,446500.0,551850.0,+30%,127350.0
171,5628400080,98028,winter,420000.0,446500.0,546000.0,+30%,126000.0
172,5634500775,98028,winter,615000.0,446500.0,676500.0,+10%,61500.0
173,3583400120,98028,winter,526750.0,446500.0,579425.0,+10%,52675.0
174,293720180,98028,winter,415000.0,446500.0,539500.0,+30%,124500.0
175,114100304,98028,winter,515000.0,446500.0,566500.0,+10%,51500.0
176,3649100676,98028,winter,570000.0,446500.0,627000.0,+10%,57000.0
177,8832900135,98028,winter,769000.0,446500.0,845900.0,+10%,76900.0
178,9406500350,98028,winter,207000.0,446500.0,269100.0,+30%,62100.0
179,3816300105,98028,winter,435000.0,446500.0,565500.0,+30%,130500.0
180,3578600045,98028,winter,490000.0,446500.0,539000.0,+10%,49000.0
181,7702020030,98028,winter,533000.0,446500.0,586300.0,+10%,53300.0
182,114100354,98028,winter,249000.0,446500.0,323700.0,+30%,74700.0
183,2570600140,98028,winter,196000.0,446500.0,254800.0,+30%,58800.0
184,293610040,98028,winter,600000.0,446500.0,660000.0,+10%,60000.0
185,253600180,98028,winter,427500.0,446500.0,555750.0,+30%,128250.0
186,4027700799,98028,winter,364000.0,446500.0,473200.0,+30%,109200.0
187,8832900120,98028,winter,600000.0,446500.0,660000.0,+10%,60000.0
188,7120000210,98028,winter,275000.0,446500.0,357500.0,+30%,82500.0
189,5631500967,98028,winter,476000.0,446500.0,523600.0,+10%,47600.0
190,5631500947,98028,winter,610000.0,446500.0,671000.0,+10%,61000.0
191,3824100364,98028,winter,420000.0,446500.0,546000.0,+30%,126000.0
192,3824100020,98028,winter,335000.0,446500.0,435500.0,+30%,100500.0
193,1433290010,98028,winter,449000.0,446500.0,493900.0,+10%,44900.0
194,3818700190,98028,winter,387846.0,446500.0,504199.8,+30%,116353.79999999999
195,3649100346,98028,winter,322968.0,446500.0,419858.4,+30%,96890.40000000002
196,6181700250,98028,winter,350000.0,446500.0,455000.0,+30%,105000.0
197,4140900050,98028,winter,440000.0,446500.0,572000.0,+30%,132000.0
198,9406500600,98028,winter,239950.0,446500.0,311935.0,+30%,71985.0
199,2558160220,98028,winter,385000.0,446500.0,500500.0,+30%,115500.0
200,114100131,98028,winter,559950.0,446500.0,615945.0,+10%,55995.0
201,6181700625,98028,winter,590000.0,446500.0,649000.0,+10%,59000.0
202,3579000180,98028,winter,495000.0,446500.0,544500.0,+10%,49500.0
203,6980500030,98028,winter,650000.0,446500.0,715000.0,+10%,65000.0
204,3574770100,98028,winter,550000.0,446500.0,605000.0,+10%,55000.0
205,7702080150,98028,winter,515000.0,446500.0,566500.0,+10%,51500.0
206,9578060420,98028,winter,525000.0,446500.0,577500.0,+10%,52500.0
207,2487200875,98136,winter,604000.0,487450.0,664400.0,+10%,60400.0
208,9238901420,98136,winter,442000.0,487450.0,574600.0,+30%,132600.0
209,2349300060,98136,winter,200000.0,487450.0,260000.0,+30%,60000.0
210,7625700012,98136,winter,370000.0,487450.0,481000.0,+30%,111000.0
211,2346800270,98136,winter,555000.0,487450.0,610500.0,+10%,55500.0
212,7625702615,98136,winter,400000.0,487450.0,520000.0,+30%,120000.0
213,7649400170,98136,winter,675000.0,487450.0,742500.0,+10%,67500.0
214,7624700050,98136,winter,565000.0,487450.0,621500.0,+10%,56500.0
215,3869900120,98136,winter,430000.0,487450.0,559000.0,+30%,129000.0
216,2493200215,98136,winter,582000.0,487450.0,640200.0,+10%,58200.0
217,826000495,98136,winter,557510.0,487450.0,613261.0,+10%,55751.0
218,7934000145,98136,winter,450000.0,487450.0,585000.0,+30%,135000.0
219,312000295,98136,winter,400000.0,487450.0,520000.0,+30%,120000.0
220,826000295,98136,winter,379950.0,487450.0,493935.0,+30%,113985.0
221,7625704500,98136,winter,500000.0,487450.0,550000.0,+10%,50000.0
222,7625702440,98136,winter,469000.0,487450.0,609700.0,+30%,140700.0
223,1090000075,98136,winter,393000.0,487450.0,510900.0,+30%,117900.0
224,2461900550,98136,winter,500000.0,487450.0,550000.0,+10%,50000.0
225,4315700505,98136,winter,535000.0,487450.0,588500.0,+10%,53500.0
226,1090000036,98136,winter,756450.0,487450.0,832095.0,+10%,75645.0
227,2595300155,98136,winter,565000.0,487450.0,621500.0,+10%,56500.0
228,4319200450,98136,winter,436000.0,487450.0,566800.0,+30%,130800.0
229,4322200050,98136,winter,340000.0,487450.0,442000.0,+30%,102000.0
230,7625701900,98136,winter,467500.0,487450.0,607750.0,+30%,140250.0
231,7936500221,98136,winter,658000.0,487450.0,723800.0,+10%,65800.0
232,5637500250,98136,winter,447000.0,487450.0,581100.0,+30%,134100.0
233,2487200680,98136,winter,447000.0,487450.0,581100.0,+30%,134100.0
234,9169100185,98136,winter,565000.0,487450.0,621500.0,+10%,56500.0
235,7934000090,98136,winter,340000.0,487450.0,442000.0,+30%,102000.0
236,2461900850,98136,winter,570000.0,487450.0,627000.0,+10%,57000.0
237,2485000076,98136,winter,1050000.0,487450.0,1155000.0,+10%,105000.0
238,4317700085,98136,winter,535000.0,487450.0,588500.0,+10%,53500.0
239,2485000165,98136,winter,740000.0,487450.0,814000.0,+10%,74000.0
240,2484700145,98136,winter,559000.0,487450.0,614900.0,+10%,55900.0
241,7625703435,98136,winter,885000.0,487450.0,973500.0,+10%,88500.0
242,3869900139,98136,winter,484950.0,487450.0,630435.0,+30%,145485.0
243,7625702451,98136,winter,459000.0,487450.0,596700.0,+30%,137700.0
244,7625702437,98136,winter,389000.0,487450.0,505700.0,+30%,116700.0
245,7625703357,98136,winter,394950.0,487450.0,513435.0,+30%,118485.0
246,3869900136,98136,winter,539950.0,487450.0,593945.0,+10%,53995.0
247,3869900138,98136,winter,489950.0,487450.0,538945.0,+10%,48995.0
248,5637500082,98136,winter,346000.0,487450.0,449800.0,+30%,103800.0
249,1954400510,98074,winter,510000.0,645000.0,663000.0,+30%,153000.0
250,3325069129,98074,winter,525000.0,645000.0,682500.0,+30%,157500.0
251,8651611170,98074,winter,868700.0,645000.0,955570.0,+10%,86870.0
252,7504110030,98074,winter,785000.0,645000.0,863500.0,+10%,78500.0
253,1592000260,98074,winter,600000.0,645000.0,780000.0,+30%,180000.0
254,3066410800,98074,winter,685000.0,645000.0,753500.0,+10%,68500.0
255,8078460810,98074,winter,620000.0,645000.0,806000.0,+30%,186000.0
256,3275890310,98074,winter,677100.0,645000.0,744810.0,+10%,67710.0
257,7715801040,98074,winter,465000.0,645000.0,604500.0,+30%,139500.0
258,8651511220,98074,winter,490000.0,645000.0,637000.0,+30%,147000.0
259,3575302345,98074,winter,508500.0,645000.0,661050.0,+30%,152550.0
260,7504400750,98074,winter,652427.0,645000.0,717669.7,+10%,65242.69999999995
261,1925069006,98074,winter,355000.0,645000.0,461500.0,+30%,106500.0
262,2725069085,98074,winter,864000.0,645000.0,950400.0,+10%,86400.0
263,6600220080,98074,winter,395000.0,645000.0,513500.0,+30%,118500.0
264,7504060020,98074,winter,657500.0,645000.0,723250.0,+10%,65750.0
265,3578400500,98074,winter,558000.0,645000.0,725400.0,+30%,167400.0
266,3578401060,98074,winter,345000.0,645000.0,448500.0,+30%,103500.0
267,6817850050,98074,winter,810000.0,645000.0,891000.0,+10%,81000.0
268,8651510420,98074,winter,490000.0,645000.0,637000.0,+30%,147000.0
269,7504010780,98074,winter,605000.0,645000.0,786500.0,+30%,181500.0
270,8651510380,98074,winter,539000.0,645000.0,700700.0,+30%,161700.0
271,8635760480,98074,winter,473975.0,645000.0,616167.5,+30%,142192.5
272,1954440080,98074,winter,532000.0,645000.0,691600.0,+30%,159600.0
273,6352600490,98074,winter,820000.0,645000.0,902000.0,+10%,82000.0
274,8562900590,98074,winter,865000.0,645000.0,951500.0,+10%,86500.0
275,7504101280,98074,winter,722800.0,645000.0,795080.0,+10%,72280.0
276,1939050110,98074,winter,500000.0,645000.0,650000.0,+30%,150000.0
277,1853081250,98074,winter,800000.0,645000.0,880000.0,+10%,80000.0
278,1939100560,98074,winter,749950.0,645000.0,824945.0,+10%,74995.0
279,2025069037,98074,winter,1050000.0,645000.0,1155000.0,+10%,105000.0
280,255400060,98074,winter,910000.0,645000.0,1001000.0,+10%,91000.0
281,7504020400,98074,winter,615000.0,645000.0,799500.0,+30%,184500.0
282,629811360,98074,winter,690000.0,645000.0,759000.0,+10%,69000.0
283,8078450340,98074,winter,550000.0,645000.0,715000.0,+30%,165000.0
284,7504020960,98074,winter,879900.0,645000.0,967890.0,+10%,87990.0
285,629810560,98074,winter,820000.0,645000.0,902000.0,+10%,82000.0
286,3578400710,98074,winter,390000.0,645000.0,507000.0,+30%,117000.0
287,6352600350,98074,winter,795000.0,645000.0,874500.0,+10%,79500.0
288,5411600180,98074,winter,715000.0,645000.0,786500.0,+10%,71500.0
289,6817800730,98074,winter,386500.0,645000.0,502450.0,+30%,115950.0
290,1954430180,98074,winter,485000.0,645000.0,630500.0,+30%,145500.0
291,7504010760,98074,winter,660000.0,645000.0,726000.0,+10%,66000.0
292,7504110330,98074,winter,691000.0,645000.0,760100.0,+10%,69100.0
293,7504021310,98074,winter,745000.0,645000.0,819500.0,+10%,74500.0
294,6646200420,98074,winter,633000.0,645000.0,822900.0,+30%,189900.0
295,3575305362,98074,winter,517000.0,645000.0,672100.0,+30%,155100.0
296,8653600050,98074,winter,572000.0,645000.0,743600.0,+30%,171600.0
297,2561340020,98074,winter,500000.0,645000.0,650000.0,+30%,150000.0
298,8078400020,98074,winter,485000.0,645000.0,630500.0,+30%,145500.0
299,8651580660,98074,winter,620000.0,645000.0,806000.0,+30%,186000.0
300,7525900050,98074,winter,780000.0,645000.0,858000.0,+10%,78000.0
301,8078430360,98074,winter,505000.0,645000.0,656500.0,+30%,151500.0
302,8077210230,98074,winter,645000.0,645000.0,838500.0,+30%,193500.0
303,7504021510,98074,winter,750000.0,645000.0,825000.0,+10%,75000.0
304,3578401770,98074,winter,400000.0,645000.0,520000.0,+30%,120000.0
305,1853080730,98074,winter,835000.0,645000.0,918500.0,+10%,83500.0
306,1785400210,98074,winter,524000.0,645000.0,681200.0,+30%,157200.0
307,7504000230,98074,winter,675000.0,645000.0,742500.0,+10%,67500.0
308,7504100360,98074,winter,565000.0,645000.0,734500.0,+30%,169500.0
309,3578401210,98074,winter,557000.0,645000.0,724100.0,+30%,167100.0
310,2862500060,98074,winter,834950.0,645000.0,918445.0,+10%,83495.0
311,293070310,98074,winter,949990.0,645000.0,1044989.0,+10%,94999.0
312,8562901100,98074,winter,550000.0,645000.0,715000.0,+30%,165000.0
313,1853080840,98074,winter,889950.0,645000.0,978945.0,+10%,88995.0
314,2895730540,98074,winter,929000.0,645000.0,1021900.0,+10%,92900.0
315,2862500070,98074,winter,859950.0,645000.0,945945.0,+10%,85995.0
316,1853080790,98074,winter,869950.0,645000.0,956945.0,+10%,86995.0
317,1561750040,98074,winter,1375000.0,645000.0,1512500.0,+10%,137500.0
318,7237550310,98053,spring,1225000.0,610000.0,1347500.0,+10%,122500.0
319,8682281200,98053,spring,479950.0,610000.0,623935.0,+30%,143985.0
320,7202340400,98053,spring,516500.0,610000.0,671450.0,+30%,154950.0
321,3526069070,98053,spring,799000.0,610000.0,878900.0,+10%,79900.0
322,6979900390,98053,spring,565000.0,610000.0,734500.0,+30%,169500.0
323,8682262400,98053,spring,419950.0,610000.0,545935.0,+30%,125985.0
324,8682231170,98053,spring,554000.0,610000.0,720200.0,+30%,166200.0
325,1825079070,98053,spring,590000.0,610000.0,767000.0,+30%,177000.0
326,1117200390,98053,spring,1150000.0,610000.0,1265000.0,+10%,115000.0
327,8682291840,98053,spring,408000.0,610000.0,530400.0,+30%,122400.0
328,8807600340,98053,spring,322000.0,610000.0,418600.0,+30%,96600.0
329,8682261070,98053,spring,575000.0,610000.0,747500.0,+30%,172500.0
330,7202330270,98053,spring,465000.0,610000.0,604500.0,+30%,139500.0
331,2954400520,98053,spring,1237500.0,610000.0,1361250.0,+10%,123750.0
332,7203220370,98053,spring,963990.0,610000.0,1060389.0,+10%,96399.0
333,8121610110,98053,spring,521000.0,610000.0,677300.0,+30%,156300.0
334,8682291730,98053,spring,530000.0,610000.0,689000.0,+30%,159000.0
335,1125069064,98053,spring,700000.0,610000.0,770000.0,+10%,70000.0
336,925069111,98053,spring,568000.0,610000.0,738400.0,+30%,170400.0
337,203100690,98053,spring,1078000.0,610000.0,1185800.0,+10%,107800.0
338,203100625,98053,spring,672000.0,610000.0,739200.0,+10%,67200.0
339,8682250090,98053,spring,775000.0,610000.0,852500.0,+10%,77500.0
340,8682291720,98053,spring,559950.0,610000.0,727935.0,+30%,167985.0
341,8682290100,98053,spring,420250.0,610000.0,546325.0,+30%,126075.0
342,8682230590,98053,spring,800000.0,610000.0,880000.0,+10%,80000.0
343,7202341110,98053,spring,702000.0,610000.0,772200.0,+10%,70200.0
344,425069147,98053,spring,610000.0,610000.0,793000.0,+30%,183000.0
345,8807810050,98053,spring,405000.0,610000.0,526500.0,+30%,121500.0
346,1330910280,98053,spring,864000.0,610000.0,950400.0,+10%,86400.0
347,8682230950,98053,spring,559000.0,610000.0,726700.0,+30%,167700.0
348,1125069134,98053,spring,825000.0,610000.0,907500.0,+10%,82500.0
349,2386000170,98053,spring,970000.0,610000.0,1067000.0,+10%,97000.0
350,8682260480,98053,spring,429000.0,610000.0,557700.0,+30%,128700.0
351,8155800050,98053,spring,1110000.0,610000.0,1221000.0,+10%,111000.0
352,8682231330,98053,spring,519000.0,610000.0,674700.0,+30%,155700.0
353,7203102140,98053,spring,300000.0,610000.0,390000.0,+30%,90000.0
354,2215800050,98053,spring,785000.0,610000.0,863500.0,+10%,78500.0
355,8682290670,98053,spring,745000.0,610000.0,819500.0,+10%,74500.0
356,1125069102,98053,spring,1250000.0,610000.0,1375000.0,+10%,125000.0
357,2621700010,98053,spring,569000.0,610000.0,739700.0,+30%,170700.0
358,1425069071,98053,spring,875000.0,610000.0,962500.0,+10%,87500.0
359,7237550130,98053,spring,1300000.0,610000.0,1430000.0,+10%,130000.0
360,625069064,98053,spring,625000.0,610000.0,687500.0,+10%,62500.0
361,8682290410,98053,spring,694000.0,610000.0,763400.0,+10%,69400.0
362,7202310040,98053,spring,635000.0,610000.0,698500.0,+10%,63500.0
363,6979910120,98053,spring,635000.0,610000.0,698500.0,+10%,63500.0
364,1668500090,98053,spring,715000.0,610000.0,786500.0,+10%,71500.0
365,8682262170,98053,spring,415000.0,610000.0,539500.0,+30%,124500.0
366,3121500330,98053,spring,750000.0,610000.0,825000.0,+10%,75000.0
367,3121500150,98053,spring,894000.0,610000.0,983400.0,+10%,89400.0
368,8682262240,98053,spring,505000.0,610000.0,656500.0,+30%,151500.0
369,925069100,98053,spring,820000.0,610000.0,902000.0,+10%,82000.0
370,425069020,98053,spring,1090000.0,610000.0,1199000.0,+10%,109000.0
371,8682262720,98053,spring,495000.0,610000.0,643500.0,+30%,148500.0
372,8682290360,98053,spring,457000.0,610000.0,594100.0,+30%,137100.0
373,2324800350,98053,spring,860000.0,610000.0,946000.0,+10%,86000.0
