,id,zipcode,price,price_median,condition,waterfront,status
92,4136800205,98178,258000.0,278277.0,3,0,Não compra
93,4058200985,98178,472000.0,278277.0,4,0,Não compra
94,7812800865,98178,170000.0,278277.0,3,0,Não compra
95,7657600195,98178,199950.0,278277.0,3,0,Não compra
96,1180000625,98178,315000.0,278277.0,3,0,Não compra
97,7812801115,98178,153000.0,278277.0,3,0,Não compra
98,9282800065,98178,203000.0,278277.0,3,0,Não compra
99,3348401095,98178,210000.0,278277.0,3,0,Não compra
100,3878900815,98178,361000.0,278277.0,3,0,Não compra
101,8068000730,98178,315000.0,278277.0,5,0,Não compra
102,9218400088,98178,495000.0,278277.0,3,0,Não compra
103,2144800615,98178,190000.0,278277.0,3,0,Não compra
104,2520900301,98178,239300.0,278277.0,3,0,Não compra
105,2172000846,98178,248000.0,278277.0,3,0,Não compra
106,7657600025,98178,289900.0,278277.0,3,0,Não compra
107,7812800515,98178,159075.0,278277.0,3,0,Não compra
108,7689600650,98178,323500.0,278277.0,3,0,Não compra
109,4058801225,98178,350000.0,278277.0,4,0,Não compra
110,3352400325,98178,225000.0,278277.0,3,0,Não compra
111,1180007005,98178,265950.0,278277.0,4,0,Não compra
112,372000040,98178,304000.0,278277.0,3,0,Não compra
113,3878900395,98178,323000.0,278277.0,3,0,Não compra
114,179001425,98178,230000.0,278277.0,3,0,Não compra
115,4058801065,98178,272000.0,278277.0,5,0,Não compra
116,2976800115,98178,349170.0,278277.0,3,0,Não compra
117,7812800775,98178,264250.0,278277.0,3,0,Não compra
118,4059400265,98178,339950.0,278277.0,4,0,Não compra
119,7390400026,98178,315000.0,278277.0,3,0,Não compra
120,2144800117,98178,270000.0,278277.0,3,0,Não compra
121,4058801230,98178,256000.0,278277.0,3,0,Não compra
122,1123049129,98178,284200.0,278277.0,3,0,Não compra
123,7812801925,98178,230000.0,278277.0,4,0,Não compra
124,5476800069,98178,292050.0,278277.0,3,0,Não compra
125,4440400125,98178,228000.0,278277.0,3,0,Não compra
126,9282800075,98178,339000.0,278277.0,4,0,Não compra
127,1180002075,98178,235000.0,278277.0,3,0,Não compra
128,3878900270,98178,466000.0,278277.0,4,0,Não compra
129,179000505,98178,257000.0,278277.0,3,0,Não compra
130,7812800681,98178,166000.0,278277.0,4,0,Não compra
131,1180000885,98178,340500.0,278277.0,4,0,Não compra
132,1180002735,98178,269000.0,278277.0,4,0,Não compra
133,2976800700,98178,301350.0,278277.0,5,0,Não compra
134,179000240,98178,290500.0,278277.0,3,0,Não compra
135,2045400075,98178,415000.0,278277.0,3,0,Não compra
136,4279900140,98178,251000.0,278277.0,5,0,Não compra
137,7390400069,98178,450000.0,278277.0,3,0,Não compra
138,3348401382,98178,318000.0,278277.0,5,0,Não compra
139,3352401090,98178,238950.0,278277.0,3,0,Não compra
140,9368700270,98178,137900.0,278277.0,3,0,Não compra
141,2144800311,98178,315000.0,278277.0,3,0,Não compra
142,1180002470,98178,354000.0,278277.0,3,0,Não compra
143,6002400030,98178,324950.0,278277.0,3,0,Não compra
144,7567600030,98178,750000.0,278277.0,4,1,Não compra
145,3352402272,98178,230000.0,278277.0,4,0,Não compra
146,4058802255,98178,219950.0,278277.0,3,0,Não compra
147,4058800875,98178,343500.0,278277.0,4,0,Não compra
148,1180003435,98178,275000.0,278277.0,3,0,Não compra
149,3878900681,98178,272000.0,278277.0,3,0,Não compra
150,4058800135,98178,419000.0,278277.0,3,0,Não compra
151,393000311,98178,286300.0,278277.0,3,0,Não compra
152,2172000570,98178,317000.0,278277.0,4,0,Não compra
153,182000350,98178,287500.0,278277.0,4,0,Não compra
154,7812801125,98178,222900.0,278277.0,3,0,Não compra
155,1180007375,98178,625000.0,278277.0,3,0,Não compra
156,7689600360,98178,215000.0,278277.0,3,0,Não compra
157,7192200040,98178,280000.0,278277.0,3,0,Não compra
158,7657000085,98178,218000.0,278277.0,3,0,Não compra
159,2988800065,98178,281000.0,278277.0,3,0,Não compra
160,1262700040,98178,363500.0,278277.0,5,0,Não compra
161,7812800155,98178,170000.0,278277.0,2,0,Não compra
162,7689600330,98178,207000.0,278277.0,3,0,Não compra
163,4058801325,98178,319950.0,278277.0,5,0,Não compra
164,3352400905,98178,245000.0,278277.0,3,0,Não compra
165,393000385,98178,255000.0,278277.0,3,0,Não compra
166,393000142,98178,372000.0,278277.0,3,0,Não compra
167,4058802300,98178,300000.0,278277.0,3,0,Não compra
168,2976800749,98178,150000.0,278277.0,3,0,Não compra
169,2172000035,98178,190000.0,278277.0,3,0,Não compra
170,1423049029,98178,265000.0,278277.0,3,0,Não compra
171,4058801575,98178,415000.0,278277.0,3,0,Não compra
172,3348401490,98178,265000.0,278277.0,3,0,Não compra
173,7812800995,98178,200000.0,278277.0,3,0,Não compra
174,4059400515,98178,229950.0,278277.0,3,0,Não compra
175,1180003175,98178,229950.0,278277.0,3,0,Não compra
176,4058800925,98178,452100.0,278277.0,3,0,Não compra
177,3348401622,98178,223000.0,278277.0,5,0,Não compra
178,4058200040,98178,361000.0,278277.0,3,0,Não compra
179,2976800145,98178,260000.0,278277.0,3,0,Não compra
180,2976800360,98178,335750.0,278277.0,3,0,Não compra
181,7129300175,98178,406000.0,278277.0,4,0,Não compra
182,179001046,98178,229000.0,278277.0,3,0,Não compra
183,5476800201,98178,295000.0,278277.0,4,0,Não compra
184,1180005280,98178,239950.0,278277.0,4,0,Não compra
185,7812801590,98178,219900.0,278277.0,3,0,Não compra
186,4058800500,98178,416100.0,278277.0,3,0,Não compra
187,3352400351,98178,200000.0,278277.0,4,0,Não compra
188,7812801850,98178,194000.0,278277.0,3,0,Não compra
189,179001101,98178,135000.0,278277.0,3,0,Não compra
190,7961500010,98178,245000.0,278277.0,3,0,Não compra
191,7961500010,98178,520000.0,278277.0,3,0,Não compra
192,2172000894,98178,225000.0,278277.0,3,0,Não compra
193,1123049027,98178,157500.0,278277.0,3,0,Não compra
194,9218400050,98178,475000.0,278277.0,4,0,Não compra
195,3878900525,98178,329000.0,278277.0,3,0,Não compra
196,3347400525,98178,147000.0,278277.0,3,0,Não compra
197,1180005220,98178,225000.0,278277.0,4,0,Não compra
198,8073000585,98178,840500.0,278277.0,3,1,Não compra
199,4060000020,98178,299980.0,278277.0,3,0,Não compra
200,2172000285,98178,254500.0,278277.0,3,0,Não compra
201,7657600005,98178,249950.0,278277.0,4,0,Não compra
202,8073000491,98178,700000.0,278277.0,3,1,Não compra
203,1180008370,98178,415000.0,278277.0,3,0,Não compra
204,3878900225,98178,345000.0,278277.0,3,0,Não compra
205,8068000440,98178,399000.0,278277.0,5,0,Não compra
206,1223049150,98178,325000.0,278277.0,3,0,Não compra
207,1180002580,98178,180000.0,278277.0,2,0,Não compra
208,723059073,98178,329950.0,278277.0,3,0,Não compra
209,4059400585,98178,218000.0,278277.0,4,0,Não compra
210,4058802335,98178,326000.0,278277.0,3,0,Não compra
211,2045800006,98178,439000.0,278277.0,5,0,Não compra
212,2171400199,98178,277554.0,278277.0,3,0,Não compra
213,7689600630,98178,216500.0,278277.0,4,0,Não compra
214,4059400190,98178,225000.0,278277.0,4,0,Não compra
215,8073000480,98178,869000.0,278277.0,3,1,Não compra
216,7812801700,98178,227000.0,278277.0,3,0,Não compra
217,4060000290,98178,253000.0,278277.0,5,0,Não compra
218,4060000170,98178,255000.0,278277.0,3,0,Não compra
219,1123049126,98178,227000.0,278277.0,3,0,Não compra
220,3352401476,98178,199988.0,278277.0,3,0,Não compra
221,4058801680,98178,300000.0,278277.0,3,0,Não compra
222,7129300500,98178,315000.0,278277.0,3,0,Não compra
223,1180005050,98178,463000.0,278277.0,3,0,Não compra
224,3347401315,98178,220000.0,278277.0,4,0,Não compra
225,1180002745,98178,285000.0,278277.0,3,0,Não compra
226,3151600035,98178,261590.0,278277.0,3,0,Não compra
227,1423049019,98178,90000.0,278277.0,3,0,Não compra
228,1423049019,98178,220000.0,278277.0,3,0,Não compra
229,7812800855,98178,159100.0,278277.0,3,0,Não compra
230,4058800215,98178,430000.0,278277.0,3,0,Não compra
231,3810000843,98178,345000.0,278277.0,4,0,Não compra
232,7812500180,98178,292000.0,278277.0,3,0,Não compra
233,1180008355,98178,380000.0,278277.0,5,0,Não compra
234,7812800215,98178,235000.0,278277.0,3,0,Não compra
235,7657000210,98178,280000.0,278277.0,5,0,Não compra
236,7657000540,98178,165000.0,278277.0,3,0,Não compra
237,7657000540,98178,260000.0,278277.0,3,0,Não compra
238,4058801780,98178,465000.0,278277.0,3,0,Não compra
239,9282801450,98178,361000.0,278277.0,3,0,Não compra
240,7689600215,98178,202500.0,278277.0,3,0,Não compra
241,4058800930,98178,385000.0,278277.0,3,0,Não compra
242,1823059223,98178,291000.0,278277.0,3,0,Não compra
243,3352400661,98178,135900.0,278277.0,3,0,Não compra
244,2988800011,98178,244000.0,278277.0,3,0,Não compra
245,2144800146,98178,257500.0,278277.0,5,0,Não compra
246,4440400155,98178,190000.0,278277.0,3,0,Não compra
247,7812801785,98178,221347.0,278277.0,3,0,Não compra
248,3352401037,98178,224000.0,278277.0,3,0,Não compra
249,4058200915,98178,324950.0,278277.0,3,0,Não compra
250,7878400043,98178,185000.0,278277.0,3,0,Não compra
251,9282801030,98178,440000.0,278277.0,3,0,Não compra
252,3878900464,98178,229500.0,278277.0,3,0,Não compra
253,3379200100,98178,334000.0,278277.0,4,0,Não compra
254,1180000830,98178,460000.0,278277.0,3,0,Não compra
255,2172000890,98178,385000.0,278277.0,3,0,Não compra
256,1123049232,98178,279000.0,278277.0,3,0,Não compra
257,179001455,98178,445000.0,278277.0,3,0,Não compra
258,7813500040,98178,335000.0,278277.0,3,0,Não compra
259,4058800439,98178,664950.0,278277.0,3,0,Não compra
260,4140940130,98178,450000.0,278277.0,3,0,Não compra
261,4140940150,98178,572000.0,278277.0,3,0,Não compra
262,6414100192,98125,538000.0,425000.0,3,0,Não compra
263,8820901275,98125,571000.0,425000.0,5,0,Não compra
264,1133000671,98125,315000.0,425000.0,3,0,Não compra
265,3992700335,98125,382500.0,425000.0,3,0,Não compra
266,6414100671,98125,425000.0,425000.0,3,0,Não compra
267,9423400140,98125,450000.0,425000.0,3,0,Não compra
268,8820902200,98125,1199000.0,425000.0,3,0,Não compra
269,6381500700,98125,365000.0,425000.0,3,0,Não compra
270,2826049234,98125,425000.0,425000.0,3,0,Não compra
271,6798100662,98125,312000.0,425000.0,3,0,Não compra
272,8820903380,98125,452000.0,425000.0,3,0,Não compra
273,8820903380,98125,730000.0,425000.0,3,0,Não compra
274,8820901670,98125,971000.0,425000.0,3,0,Não compra
275,9455200445,98125,601000.0,425000.0,3,0,Não compra
276,1455100116,98125,397500.0,425000.0,4,0,Não compra
277,1455600030,98125,645000.0,425000.0,3,0,Não compra
278,2826049282,98125,530000.0,425000.0,3,0,Não compra
279,6414100560,98125,475000.0,425000.0,3,0,Não compra
280,9421500070,98125,528000.0,425000.0,3,0,Não compra
281,5144000036,98125,360000.0,425000.0,3,0,Não compra
282,751000060,98125,353000.0,425000.0,4,0,Não compra
283,4427100030,98125,332500.0,425000.0,3,0,Não compra
284,9455200570,98125,632000.0,425000.0,3,0,Não compra
285,1453600202,98125,520000.0,425000.0,3,0,Não compra
286,6370000070,98125,359000.0,425000.0,4,0,Não compra
287,5418200295,98125,549500.0,425000.0,4,0,Não compra
288,8902500118,98125,326000.0,425000.0,3,0,Não compra
289,6381500505,98125,400000.0,425000.0,3,0,Não compra
290,2126049032,98125,375000.0,425000.0,5,0,Não compra
291,8822901200,98125,430000.0,425000.0,3,0,Não compra
292,3226049117,98125,387500.0,425000.0,4,0,Não compra
293,4073800140,98125,429000.0,425000.0,3,0,Não compra
294,6632300478,98125,400000.0,425000.0,4,0,Não compra
295,2239800070,98125,417000.0,425000.0,3,0,Não compra
296,3448000270,98125,398500.0,425000.0,3,0,Não compra
297,2568300132,98125,521000.0,425000.0,5,0,Não compra
298,6414100111,98125,365000.0,425000.0,3,0,Não compra
299,6798100070,98125,467000.0,425000.0,3,0,Não compra
300,4427100105,98125,398000.0,425000.0,5,0,Não compra
301,8901000445,98125,390000.0,425000.0,3,0,Não compra
302,8902000267,98125,500000.0,425000.0,3,0,Não compra
303,9423400193,98125,473000.0,425000.0,3,0,Não compra
304,6413100270,98125,490000.0,425000.0,3,0,Não compra
305,5101406441,98125,490000.0,425000.0,3,0,Não compra
306,3992700036,98125,415000.0,425000.0,3,0,Não compra
307,1454100267,98125,430000.0,425000.0,3,0,Não compra
308,1455600015,98125,760000.0,425000.0,5,0,Não compra
309,9324800110,98125,420000.0,425000.0,5,0,Não compra
310,3834000805,98125,350000.0,425000.0,3,0,Não compra
311,6381501636,98125,320000.0,425000.0,4,0,Não compra
312,8901001185,98125,505000.0,425000.0,3,0,Não compra
313,2826049165,98125,517000.0,425000.0,3,0,Não compra
314,1454600038,98125,985000.0,425000.0,3,0,Não compra
315,6381500690,98125,427500.0,425000.0,5,0,Não compra
316,2926049382,98125,650000.0,425000.0,3,0,Não compra
317,7663700792,98125,228000.0,425000.0,3,0,Não compra
318,8820902540,98125,425000.0,425000.0,4,0,Não compra
319,7663700261,98125,395000.0,425000.0,4,0,Não compra
320,5418200245,98125,781000.0,425000.0,3,0,Não compra
321,1160000115,98125,401000.0,425000.0,3,0,Não compra
322,6161000015,98125,349950.0,425000.0,3,0,Não compra
323,8901500178,98125,700000.0,425000.0,3,0,Não compra
324,8901001335,98125,637000.0,425000.0,3,0,Não compra
325,6855700115,98125,357250.0,425000.0,4,0,Não compra
326,1453602309,98125,288000.0,425000.0,3,0,Não compra
327,2026049125,98125,310000.0,425000.0,3,0,Não compra
328,1787600164,98125,310000.0,425000.0,4,0,Não compra
329,2568800121,98125,512500.0,425000.0,4,0,Não compra
330,3992700265,98125,385100.0,425000.0,4,0,Não compra
331,6413600123,98125,455000.0,425000.0,3,0,Não compra
332,9259900025,98125,430000.0,425000.0,5,0,Não compra
333,4077800017,98125,775000.0,425000.0,4,0,Não compra
334,5101406489,98125,432000.0,425000.0,4,0,Não compra
335,1133000542,98125,425000.0,425000.0,3,0,Não compra
336,8902000407,98125,480000.0,425000.0,4,0,Não compra
337,5101407370,98125,458000.0,425000.0,3,0,Não compra
338,1787600252,98125,282000.0,425000.0,3,0,Não compra
339,3834500195,98125,527000.0,425000.0,3,0,Não compra
340,2926049449,98125,384400.0,425000.0,3,0,Não compra
341,5101408593,98125,534950.0,425000.0,3,0,Não compra
342,8902000068,98125,430000.0,425000.0,3,0,Não compra
343,1454600266,98125,925000.0,425000.0,3,0,Não compra
344,1454100056,98125,355000.0,425000.0,5,0,Não compra
345,7663700654,98125,450000.0,425000.0,3,0,Não compra
346,3226049184,98125,325000.0,425000.0,3,0,Não compra
347,6414100721,98125,407500.0,425000.0,3,0,Não compra
348,6798100652,98125,316750.0,425000.0,3,0,Não compra
349,1133000100,98125,540000.0,425000.0,4,0,Não compra
350,7663700551,98125,336000.0,425000.0,4,0,Não compra
351,6414100025,98125,538000.0,425000.0,3,0,Não compra
352,5101407305,98125,319000.0,425000.0,3,0,Não compra
353,8820902905,98125,375000.0,425000.0,3,0,Não compra
354,5272200005,98125,175000.0,425000.0,3,0,Não compra
355,8820900299,98125,419950.0,425000.0,3,0,Não compra
356,6413600275,98125,446000.0,425000.0,5,0,Não compra
357,3834500417,98125,469950.0,425000.0,3,0,Não compra
358,3992700130,98125,267000.0,425000.0,3,0,Não compra
359,2926049400,98125,500000.0,425000.0,3,0,Não compra
360,1787600224,98125,390000.0,425000.0,3,0,Não compra
361,7663700759,98125,368000.0,425000.0,3,0,Não compra
362,6855700080,98125,294950.0,425000.0,3,0,Não compra
363,1837000010,98125,404000.0,425000.0,3,0,Não compra
364,4077800029,98125,630000.0,425000.0,3,0,Não compra
365,8058500005,98125,290000.0,425000.0,3,0,Não compra
366,4078300050,98125,780000.0,425000.0,5,0,Não compra
367,6381500635,98125,342000.0,425000.0,3,0,Não compra
368,1787600094,98125,285000.0,425000.0,3,0,Não compra
369,2726049169,98125,625000.0,425000.0,3,0,Não compra
370,6632300161,98125,422000.0,425000.0,3,0,Não compra
371,2726049071,98125,510000.0,425000.0,3,0,Não compra
372,2726049071,98125,489950.0,425000.0,3,0,Não compra
373,1453602360,98125,1000000.0,425000.0,3,0,Não compra
374,4077800094,98125,675000.0,425000.0,3,0,Não compra
375,6381500170,98125,235000.0,425000.0,3,0,Não compra
376,6381500170,98125,365000.0,425000.0,3,0,Não compra
377,2926049408,98125,400000.0,425000.0,3,0,Não compra
378,6381502155,98125,300000.0,425000.0,3,0,Não compra
379,8820900670,98125,399950.0,425000.0,4,0,Não compra
380,3935900005,98125,1039000.0,425000.0,5,0,Não compra
381,6412600005,98125,375000.0,425000.0,3,0,Não compra
382,1566100010,98125,470000.0,425000.0,3,0,Não compra
383,1133000050,98125,362000.0,425000.0,3,0,Não compra
384,9421500010,98125,442500.0,425000.0,3,0,Não compra
385,6413600151,98125,460000.0,425000.0,3,0,Não compra
386,8901000911,98125,425000.0,425000.0,3,0,Não compra
387,6413100122,98125,369950.0,425000.0,3,0,Não compra
388,7715600050,98125,385000.0,425000.0,4,0,Não compra
389,9259900010,98125,466750.0,425000.0,3,0,Não compra
390,1454100005,98125,350000.0,425000.0,3,0,Não compra
391,1454100480,98125,378500.0,425000.0,4,0,Não compra
392,4427100095,98125,360000.0,425000.0,3,0,Não compra
393,4354700010,98125,482500.0,425000.0,4,0,Não compra
394,6868200029,98125,467500.0,425000.0,3,0,Não compra
395,8901000143,98125,500000.0,425000.0,5,0,Não compra
396,5101407250,98125,630000.0,425000.0,3,0,Não compra
397,3992700585,98125,445500.0,425000.0,4,0,Não compra
398,7156200005,98125,575000.0,425000.0,3,0,Não compra
399,6632300567,98125,597000.0,425000.0,3,0,Não compra
400,1133000144,98125,614905.0,425000.0,3,0,Não compra
401,9324800180,98125,403250.0,425000.0,3,0,Não compra
402,4077800412,98125,563000.0,425000.0,3,0,Não compra
403,4427100025,98125,270000.0,425000.0,5,0,Não compra
404,2926049221,98125,445800.0,425000.0,3,0,Não compra
405,4077800026,98125,715000.0,425000.0,5,0,Não compra
406,9324800450,98125,560000.0,425000.0,3,0,Não compra
407,6381500065,98125,376500.0,425000.0,5,0,Não compra
408,6413100090,98125,458000.0,425000.0,4,0,Não compra
409,8820901415,98125,400000.0,425000.0,3,0,Não compra
410,2568300266,98125,659000.0,425000.0,5,0,Não compra
411,1454100650,98125,942000.0,425000.0,3,0,Não compra
412,3448000410,98125,354901.0,425000.0,3,0,Não compra
413,5101405465,98125,463000.0,425000.0,4,0,Não compra
414,5101405331,98125,495000.0,425000.0,3,0,Não compra
415,2044500142,98125,420000.0,425000.0,3,0,Não compra
416,2126049096,98125,399000.0,425000.0,3,0,Não compra
417,9455200596,98125,357500.0,425000.0,3,0,Não compra
418,9455200205,98125,525000.0,425000.0,3,0,Não compra
419,3448001285,98125,442500.0,425000.0,5,0,Não compra
420,3935900093,98125,688000.0,425000.0,3,0,Não compra
421,2026049067,98125,480000.0,425000.0,4,0,Não compra
422,5272200040,98125,375000.0,425000.0,4,0,Não compra
423,1453602284,98125,296000.0,425000.0,3,0,Não compra
424,2026049097,98125,431750.0,425000.0,3,0,Não compra
425,6412100092,98125,362500.0,425000.0,3,0,Não compra
426,2044500201,98125,435000.0,425000.0,4,0,Não compra
427,9455200790,98125,445000.0,425000.0,4,0,Não compra
428,6632300230,98125,377500.0,425000.0,3,0,Não compra
429,9324800650,98125,587450.0,425000.0,4,0,Não compra
430,2744600040,98125,330000.0,425000.0,3,0,Não compra
431,5101405604,98125,350000.0,425000.0,3,0,Não compra
432,5101405604,98125,395000.0,425000.0,3,0,Não compra
433,8822901301,98125,281000.0,425000.0,3,0,Não compra
434,4077800590,98125,635000.0,425000.0,5,0,Não compra
435,4077800088,98125,699950.0,425000.0,5,0,Não compra
436,5101405340,98125,460000.0,425000.0,5,0,Não compra
437,3992700775,98125,410000.0,425000.0,4,0,Não compra
438,8820903080,98125,455000.0,425000.0,3,0,Não compra
439,9324800455,98125,436000.0,425000.0,3,0,Não compra
440,7352200100,98125,1360000.0,425000.0,3,1,Não compra
441,1454600156,98125,860000.0,425000.0,4,0,Não compra
442,7352200025,98125,1190000.0,425000.0,4,1,Não compra
443,6415100410,98125,440000.0,425000.0,3,0,Não compra
444,2826049023,98125,440000.0,425000.0,3,0,Não compra
445,8820903555,98125,467500.0,425000.0,4,0,Não compra
446,4077800518,98125,371000.0,425000.0,3,0,Não compra
447,6381500035,98125,385000.0,425000.0,3,0,Não compra
448,6632300040,98125,327000.0,425000.0,3,0,Não compra
449,3834000720,98125,390000.0,425000.0,3,0,Não compra
450,3822200164,98125,423500.0,425000.0,3,0,Não compra
451,2126049154,98125,435000.0,425000.0,3,0,Não compra
452,2832100910,98125,435000.0,425000.0,3,0,Não compra
453,1160000300,98125,453000.0,425000.0,3,0,Não compra
454,1787600165,98125,396500.0,425000.0,3,0,Não compra
455,5101406384,98125,574500.0,425000.0,4,0,Não compra
456,3834000400,98125,415000.0,425000.0,3,0,Não compra
457,1454100260,98125,357000.0,425000.0,3,0,Não compra
458,2568300045,98125,305000.0,425000.0,2,0,Não compra
459,2568300045,98125,649950.0,425000.0,2,0,Não compra
460,5667100045,98125,453500.0,425000.0,5,0,Não compra
461,8901001090,98125,525000.0,425000.0,3,0,Não compra
462,6413100311,98125,390000.0,425000.0,5,0,Não compra
463,3822200105,98125,380000.0,425000.0,3,0,Não compra
464,2126049083,98125,324500.0,425000.0,3,0,Não compra
465,4426600125,98125,279000.0,425000.0,3,0,Não compra
466,6868200060,98125,565000.0,425000.0,3,0,Não compra
467,820000012,98125,401000.0,425000.0,3,0,Não compra
468,2126049277,98125,500000.0,425000.0,3,0,Não compra
469,7663700783,98125,369500.0,425000.0,4,0,Não compra
470,4073200575,98125,460000.0,425000.0,4,0,Não compra
471,1133000036,98125,410000.0,425000.0,3,0,Não compra
472,6413600192,98125,325000.0,425000.0,3,0,Não compra
473,7715600070,98125,385000.0,425000.0,3,0,Não compra
474,3226049045,98125,350000.0,425000.0,3,0,Não compra
475,2568800160,98125,433000.0,425000.0,3,0,Não compra
476,6411600370,98125,475000.0,425000.0,3,0,Não compra
477,1453602065,98125,442500.0,425000.0,4,0,Não compra
478,1454600116,98125,740000.0,425000.0,3,0,Não compra
479,2044500152,98125,455000.0,425000.0,4,0,Não compra
480,6414100732,98125,349000.0,425000.0,3,0,Não compra
